호선,역명,장비종류,호기,승강기번호,운행구간,설치위치,위도,경도
1,원인재역,ES,4,3807-153,지하1층↔지하2층,(B1) 동춘역 승강장 방향,,
1,원인재역,ES,5,3813-119,지상층↔대합실,(B1) 2번/3번 출입구 방향,37.4117173,126.6868475
1,원인재역,ES,6,3813-120,지상층↔대합실,(1F) 4번 출입구,,
1,동춘역,ES,1,3802-697,대합실 ↔ 승강장,(B2) 원인재역 방향 승강장 3-2 열차 출입문 앞,,
1,동춘역,ES,2,3802-698,대합실 ↔ 승강장,(B1) 원인재역 승강장 방향,,
1,동춘역,ES,3,3802-699,대합실 ↔ 승강장,(B2) 동막역 방향 승강장 6-3 열차 출입문 앞,,
1,동춘역,ES,4,3802-700,대합실 ↔ 승강장,(B1) 동막역 승강장 방향,,
1,동춘역,ES,5,3806-289,지상층↔대합실,(B1) 1번 출입구 방향,37.4054851,126.6811611
1,동춘역,ES,6,3806-290,지상층↔대합실,(1F) 1번 출입구,,
1,동춘역,ES,7,3813-137,지상층↔대합실,(B1) 4번 출입구 방향,37.4045936,126.6796740
1,동춘역,ES,8,3813-138,지상층↔대합실,(1F) 4번 출입구,,
1,캠퍼스타운역,ES,1,3802-601,지하1층↔지하2층,(B2) 동막역 방향 승강장 3-3 열차 출입문 앞,,
1,캠퍼스타운역,ES,2,3802-602,지하1층↔지하2층,(B1) 동막역 승강장 방향,,
1,캠퍼스타운역,ES,3,3802-603,지하1층↔지하2층,(B2) 동막역 방향 승강장 6-2 열차 출입문 앞,,
1,캠퍼스타운역,ES,4,3802-604,지하1층↔지하2층,(B1) 동막역 승강장 방향,,
1,캠퍼스타운역,ES,5,3802-605,지하1층↔지하2층,(B2) 테크노파크역 방향 승강장 3-3 열차 출입문 앞,,
1,캠퍼스타운역,ES,6,3802-606,지하1층↔지하2층,(B1) 테크노파크역 승강장 방향,,
1,캠퍼스타운역,ES,7,3802-607,지하1층↔지하2층,(B2) 테크노파크역 방향 승강장 6-2 열차 출입문 앞,,
1,캠퍼스타운역,ES,8,3802-608,지하1층↔지하2층,(B1) 테크노파크역 승강장 방향,,
1,캠퍼스타운역,ES,9,3802-609,지상층↔지하1층,(B1) 1번 출입구 방향,37.3883743,126.6623137
1,캠퍼스타운역,ES,10,3802-610,지상층↔지하1층,(B1) 2번 출입구,,
1,캠퍼스타운역,ES,11,3802-611,지상층↔지하1층,(M1) 2번 출입구 방향 중간층,,
1,캠퍼스타운역,ES,12,3802-612,지상층↔지하1층,(M1) 2번 출입구 방향 중간층,,
1,캠퍼스타운역,ES,13,3802-613,지상층↔지하1층,(1F) 2번 출입구,37.3874296,126.6628063
1,캠퍼스타운역,ES,14,3802-614,지상층↔지하1층,(B1) 3번 출입구 방향,,
1,캠퍼스타운역,ES,15,3802-615,지상층↔지하1층,(1F) 3번 출입구,37.3879346,126.6613869
1,캠퍼스타운역,ES,16,3802-616,지상층↔지하1층,(B1) 4번 출입구 방향,,
1,캠퍼스타운역,ES,17,3802-617,지상층↔지하1층,(1F) 4번 출입구,37.3885129,126.6619517
1,테크노파크역,ES,1,3802-530,지하1층↔지하2층,(B2) 캠퍼스타운역 방향 승강장 3-3 출입문 앞,,
1,테크노파크역,ES,2,3802-531,지하1층↔지하2층,(B1) 캠퍼스타운역 승강장 방향,,
1,테크노파크역,ES,3,3802-532,지하1층↔지하2층,(B2) 캠퍼스타운역 방향 승강장 6-2 출입문 앞,,
1,테크노파크역,ES,4,3802-533,지하1층↔지하2층,(B1) 캠퍼스타운역 승강장 방향,,
1,테크노파크역,ES,5,3802-534,지하1층↔지하2층,(B2) 지식정보단지역 방향 승강장 3-3 출입문 앞,,
1,테크노파크역,ES,6,3802-535,지하1층↔지하2층,(B1) 지식정보단지역 승강장 방향,,
1,테크노파크역,ES,7,3802-536,지하1층↔지하2층,(B2) 지식정보단지역 방향 승강장 6-1 출입문 앞,,
1,테크노파크역,ES,8,3802-537,지하1층↔지하2층,(B1) 지식정보단지역 승강장 방향,,
1,테크노파크역,ES,9,3802-538,지상층↔지하1층,(B1) 1번 출입구 방향,,
1,테크노파크역,ES,10,3802-539,지상층↔지하1층,(1F) 1번 출입구,37.3825263,126.6567027
1,테크노파크역,ES,11,3802-540,지상층↔지하1층,(B1) 3번 출입구 방향,37.3818690,126.6560932
1,지식정보단지역,ES,1,3802-569,지상층↔지하1층,(B2) 테크노파크역 방향 승강장 3-3 출입문 앞,,
1,지식정보단지역,ES,2,3802-570,지상층↔지하1층,(B1) 테크노파크역 승강장 방향,,
1,지식정보단지역,ES,3,3802-571,지하1층↔지하2층,(B2) 테크노파크역 방향 승강장 6-2 출입문 앞,,
1,지식정보단지역,ES,4,3802-572,지하1층↔지하2층,(B1) 테크노파크역 승강장 방향,,
1,지식정보단지역,ES,5,3802-573,지하1층↔지하2층,(B2) 인천대입구역 방향 승강장 3-3 출입문 앞,,
1,지식정보단지역,ES,6,3802-574,지하1층↔지하2층,(B1) 인천대입구역 승강장 방향,,
1,지식정보단지역,ES,7,3802-575,지하1층↔지하2층,(B2) 인천대입구역 방향 승강장 6-2 출입문 앞,,
1,지식정보단지역,ES,8,3802-576,지하1층↔지하2층,(B1) 인천대입구역 승강장 방향,,
1,지식정보단지역,ES,9,3802-577,지상층↔지하1층,(B1) 3번 출입구 방향,,
1,지식정보단지역,ES,10,3802-578,지상층↔지하1층,(1F) 3번 출입구,37.3780658,126.6458728
1,인천대입구역,ES,1,3802-557,지하1층↔지하2층,(B2) 지식정보단지역 방향 승강장 4-2 출입문 앞,,
1,인천대입구역,ES,2,3802-558,지하1층↔지하2층,(B1) 지식정보단지역 승강장 방향,,
1,인천대입구역,ES,3,3802-559,지하1층↔지하2층,(B2) 지식정보단지역 방향 승강장 7-1 출입문 앞,,
1,인천대입구역,ES,4,3802-560,지하1층↔지하2층,(B1) 지식정보단지역 승강장 방향,,
1,인천대입구역,ES,5,3802-561,지하1층↔지하2층,(B2) 센트럴파크역 방향 승강장 2-4 출입문 앞,,
1,인천대입구역,ES,6,3802-562,지하1층↔지하2층,(B1) 센트럴파크역 승강장 방향,,
1,인천대입구역,ES,7,3802-563,지하1층↔지하2층,(B2) 센트럴파크역 방향 승강장 5-3 출입문 앞,,
1,인천대입구역,ES,8,3802-564,지하1층↔지하2층,(B1) 센트럴파크역 승강장 방향,,
1,인천대입구역,ES,13,3085-867,지상층↔지하1층,(1F) 1번 출입구,37.3851928,126.6391349
1,인천대입구역,ES,14,3085-868,지상층↔지하1층,(B1) 1번 출입구 방향,,
1,인천대입구역,ES,15,3819-422,지상층↔지하1층,(B1) 5번 출입구,37.3858918,126.6401026
1,인천대입구역,ES,16,3819-423,지상층↔지하1층,(B1) 5번 출입구,,
1,센트럴파크역,ES,1,3802-580,지하1층↔지하2층,(B2) 인천대입구역 방향 승강장 3-3 출입문 앞,,
1,센트럴파크역,ES,2,3802-581,지하1층↔지하2층,(B1) 인천대입구역 승강장 방향,,
1,센트럴파크역,ES,3,3802-582,지하1층↔지하2층,(B2) 인천대입구역 방향 승강장 6-2 출입문 앞,,
1,센트럴파크역,ES,4,3802-583,지하1층↔지하2층,(B1) 인천대입구역 승강장 방향,,
1,센트럴파크역,ES,5,3802-584,지하1층↔지하2층,(B2) 국제업무지구역 방향 승강장 3-3 출입문 앞,,
1,센트럴파크역,ES,6,3802-585,지하1층↔지하2층,(B1) 국제업무지구역 승강장 방향,,
1,센트럴파크역,ES,7,3802-586,지하1층↔지하2층,(B2) 국제업무지구역 방향 승강장 6-2 출입문 앞,,
1,센트럴파크역,ES,8,3802-587,지하1층↔지하2층,(B1) 국제업무지구역 승강장 방향,,
1,센트럴파크역,ES,9,3802-588,지상층↔지하1층,(1F) 1번 출입구,37.3931308,126.6340151
1,센트럴파크역,ES,10,3802-589,지상층↔지하1층,(B1) 1번 출입구 방향,,
1,센트럴파크역,ES,11,3802-590,지상층↔지하1층,(1F) 2번 출입구,37.3935524,126.6334060
1,센트럴파크역,ES,12,3802-591,지상층↔지하1층,(B1) 2번 출입구,,
1,센트럴파크역,ES,13,3802-592,지상층↔지하1층,(B1) 3번 출입구 방향,37.3933816,126.6350020
1,국제업무지구역,ES,1,3802-549,지하1층↔지하2층,(B1) 센트럴파크역 방향 승강장 2-2 출입문 앞,,
1,국제업무지구역,ES,2,3802-550,지하1층↔지하2층,(B1) 센트럴파크역 방향 승강장 4-2 출입문 앞,,
1,국제업무지구역,ES,3,3802-551,지하1층↔지하2층,(B2) 센트럴파크역 방향 승강장 8-1 출입문 앞,,
1,국제업무지구역,ES,4,3802-552,지하1층↔지하2층,(B1) 센트럴파크역 승강장 방향,,
1,국제업무지구역,ES,5,3802-553,지하1층↔지하2층,(B2) 송도달빛축제공원역 방향 승강장 1-4 출입문 앞,,
1,국제업무지구역,ES,6,3802-554,지하1층↔지하2층,(B1) 송도달빛축제공원역 승강장 방향,,
1,국제업무지구역,ES,7,3802-555,지하1층↔지하2층,(B2) 송도달빛축제공원역 방향 승강장 5-3 출입문 앞,,
1,국제업무지구역,ES,8,3802-556,지하1층↔지하2층,(B2) 송도달빛축축제공원역 방향 승강장 7-3 출입문 앞,,
1,국제업무지구역,ES,9,3815-435,지상층↔지하1층,3번출구 힐스테이트송도더스카이 연결통로,,
1,국제업무지구역,ES,10,3815-436,지상층↔지하1층,3번출구 힐스테이트송도더스카이 연결통로,,
1,송도달빛축제공원역,ES,1,3815-296,대합실 ↔ 승강장,(B2) 국제업무지구역 방향 승강장 3-3 출입문 앞,,
1,송도달빛축제공원역,ES,2,3815-297,대합실 ↔ 승강장,(B1) 국제업무지구역 승강장 방향,,
1,송도달빛축제공원역,ES,3,3815-298,대합실 ↔ 승강장,(B2) 국제업무지구역 방향 승강장 6-2 출입문 앞,,
1,송도달빛축제공원역,ES,4,3815-299,대합실 ↔ 승강장,(B1) 국제업무지구역 승강장 방향,,
1,송도달빛축제공원역,ES,5,3815-300,대합실 ↔ 승강장,(B2) 승강장 3-3 출입문 앞,,
1,송도달빛축제공원역,ES,6,3815-301,대합실 ↔ 승강장,(B1) 승강장 방향,,
1,송도달빛축제공원역,ES,7,3815-302,대합실 ↔ 승강장,(B2) 승강장 6-2 출입문 앞,,
1,송도달빛축제공원역,ES,8,3815-303,대합실 ↔ 승강장,(B1) 승강장 방향,,
1,송도달빛축제공원역,ES,9,3815-308,대합실↔외부,(B1) 1번/2번 출입구 방향,,
1,송도달빛축제공원역,ES,10,3815-309,대합실↔외부,(1F) 1번 출입구,37.4062648,126.6259093
1,송도달빛축제공원역,ES,11,3815-310,대합실↔외부,(B1) 1번/2번 출입구 방향,,
1,송도달빛축제공원역,ES,12,3815-311,대합실↔외부,(1F) 2번 출입구,37.4072179,126.6253003
1,송도달빛축제공원역,ES,13,3815-306,대합실↔외부,(B1) 3번/4번 출입구 방향,,
1,송도달빛축제공원역,ES,14,3815-307,대합실↔외부,(1F) 3번 출입구,37.4075134,126.6261403
1,송도달빛축제공원역,ES,15,3815-304,대합실↔외부,(B1) 3번/4번 출입구 방향,,
1,송도달빛축제공원역,ES,16,3815-305,대합실↔외부,(1F) 4번 출입구,37.4065444,126.6267296
2,검단오류역,ES,1,3809-663,지상1층↔지상2층,(1F) 2번 출입구 근처,,
2,검단오류역,ES,2,3809-662,지상1층↔지상2층,(2F) 엘리베이터 1호기 옆,,
2,검단오류역,ES,3,3809-658,지상2층↔지상3층,(3F) 검단오류역 방향 승강장 2-3 출입문 옆,,
2,검단오류역,ES,4,3809-659,지상2층↔지상3층,(2F) 엘리베이터 2호기 옆,,
2,검단오류역,ES,5,3809-660,지상2층↔지상3층,(3F) 왕길역 방향 승강장 1-1 출입문 옆,,
2,검단오류역,ES,6,3809-661,지상2층↔지상3층,(2F) 엘리베이터 3호기 옆,,
2,왕길역,ES,1,3809-669,지상1층↔지상2층,(1F) 1번 출입구 근처,,
2,왕길역,ES,2,3809-668,지상1층↔지상2층,(2F) 엘리베이터 1호기 옆,,
2,왕길역,ES,3,3809-665,지상2층↔지상3층,(2F) 엘리베이터 2호기 옆,,
2,왕길역,ES,4,3809-664,지상2층↔지상3층,(3F) 검단오류역 방향 1-1 승강장 출입문 옆,,
2,왕길역,ES,5,3809-667,지상2층↔지상3층,(2F) 엘리베이터 3호기 옆,,
2,왕길역,ES,6,3809-666,지상2층↔지상3층,(3F) 검단사거리역 방향 승강장 2-3 출입문 옆,,
2,검단사거리역,ES,1,3809-165,지하1층↔지하2층,(B1) 왕길역 방향 승강장 계단 앞,,
2,검단사거리역,ES,2,3809-166,지하1층↔지하2층,(B2) 왕길역 방향 승강장 1-1 출입문 옆,,
2,검단사거리역,ES,3,3809-163,지하1층↔지하2층,(B1) 마전역 방향 승강장 계단 앞,,
2,검단사거리역,ES,4,3809-164,지하1층↔지하2층,(B2) 마전역 방향 승강장 2-3 출입문 옆,,
2,검단사거리역,ES,5,3809-167,지상층↔지하1층,(B1) 엘리베이터 3호기 옆,,
2,마전역,ES,1,3809-171,지하1층↔지하3층,(B3) 검단사거리역 방향 승강장 2-3 출입문 옆,,
2,마전역,ES,2,3809-170,지하1층↔지하3층,(B1) 고객안내센터 옆,,
2,마전역,ES,3,3809-169,지하1층↔지하3층,(B1) 완정역 방향 승강장 1-1 출입문 옆,,
2,마전역,ES,4,3809-168,지하1층↔지하3층,(B1) 발매기실 옆,,
2,마전역,ES,5,3809-172,지상층↔지하1층,(B1) 엘리베이터 3호기 옆,,
2,완정역,ES,1,3810-254,지하2층↔지하3층,(B2) 엘리베이터 1호기 옆,,
2,완정역,ES,2,3810-253,지하2층↔지하3층,(B3) 마전역 방향 승강장 1-1 출입문 옆,,
2,완정역,ES,3,3810-251,지하2층↔지하3층,(B2) 엘리베이터 2호기 옆,,
2,완정역,ES,4,3810-252,지하2층↔지하3층,(B3) 독정역 방향 승강장 2-3 출입문 옆,,
2,완정역,ES,5,3810-255,지하1층↔지하2층,(B2) 중앙 계단 옆,,
2,완정역,ES,6,3810-256,지하1층↔지하2층,(B1) 표 내는 곳 앞,,
2,완정역,ES,7,3810-298,지상층↔지하1층,(B1) 엘리베이터 3호기 근처,,
2,완정역,ES,8,3810-297,지상층↔지하1층,(1F) 1번 출입구 근처,,
2,완정역,ES,9,3809-687,지상층↔지하1층,(B1) 3번 출입구 계단 앞,,
2,완정역,ES,10,3809-688,지상층↔지하1층,(1F) 2번 출입구 근처,,
2,독정역,ES,1,3810-344,지하2층↔지하3층,(B2) 엘리베이터 1호기 옆,,
2,독정역,ES,2,3810-343,지하2층↔지하3층,(B3) 완정역 방향 승강장 1-1 출입문 옆,,
2,독정역,ES,3,3810-351,지하2층↔지하3층,(B2) 엘리베이터 2호기 옆,,
2,독정역,ES,4,3810-352,지하2층↔지하3층,(B3) 검암역 방향 승강장 2-3 출입문 옆,,
2,독정역,ES,5,3810-346,지하1층↔지하2층,(B2) 중앙 계단 옆,,
2,독정역,ES,6,3810-345,지하1층↔지하2층,(B1) 표 내는 곳 앞,,
2,독정역,ES,7,3810-347,지상층↔지하1층,(B1) 엘리베이터 3호기 옆,,
2,독정역,ES,8,3810-348,지상층↔지하1층,(1F) 1번 출입구 근처,,
2,독정역,ES,9,3810-350,지상층↔지하1층,(B1) 엘리베이터 4호기 옆,,
2,독정역,ES,10,3810-349,지상층↔지하1층,(1F) 3번 출입구 근처,,
2,검암역,ES,1,3809-671,지상1층↔지상2층,(1F) 2번 출입구 근처,,
2,검암역,ES,2,3809-670,지상1층↔지상2층,(2F) 발매기 앞,,
2,검암역,ES,3,3809-673,지상1층↔지상2층,(1F) 공항철도 환승통로 ,,
2,검암역,ES,4,3809-672,지상1층↔지상2층,(2F) 엘리베이터 3호기 옆,,
2,검암역,ES,5,3809-674,지상2층↔지상3층,(2F) 고객안내센터 근처,,
2,검암역,ES,6,3809-675,지상2층↔지상3층,(3F) 중앙 계단 옆,,
2,검암역,ES,7,3809-676,지상3층↔지상4층,(4F) 독정역 방향 승강장 2-3 출입문 옆,,
2,검암역,ES,8,3809-677,지상3층↔지상4층,(3F) 독정역 방향 계단 앞,,
2,검암역,ES,9,3809-678,지상3층↔지상4층,(4F) 검바위역 방향 승강장 1-1 출입문 옆,,
2,검암역,ES,10,3809-679,지상3층↔지상4층,(3F) 검바위역 방향 승강장 계단 앞,,
2,검바위역,ES,1,3809-681,지상1층↔지상2층,(1F) 4번 출입구 근처,,
2,검바위역,ES,2,3809-680,지상1층↔지상2층,(2F) 엘리베이터 1호기 옆,,
2,검바위역,ES,3,3809-683,지상2층↔지상3층,(2F) 엘리베이터 2호기 옆,,
2,검바위역,ES,4,3809-682,지상2층↔지상3층,(3F) 검암역 방향 승강장 1-1 출입문 옆,,
2,검바위역,ES,5,3809-685,지상2층↔지상3층,(2F) 엘리베이터 3호기 옆,,
2,검바위역,ES,6,3809-684,지상2층↔지상3층,(3F) 아시아드경기장역 방향 승강장 2-3 출입문 옆,,
2,아시아드경기장역,ES,1,3809-173,지하1층↔지하2층,(B2) 검바위역 방향 승강장 2-3 출입문 옆,,
2,아시아드경기장역,ES,2,3809-174,지하1층↔지하2층,(B1) 엘리베이터 1호기 옆,,
2,아시아드경기장역,ES,3,3809-175,지하1층↔지하2층,(B2) 서구청역 방향 승강장 1-1 출입문 옆,,
2,아시아드경기장역,ES,4,3809-176,지하1층↔지하2층,(B1) 엘리베이터 2호기 옆,,
2,아시아드경기장역,ES,5,3809-177,지상층↔지하1층,(B1) 2번 출입구 계단 맞은편,,
2,아시아드경기장역,ES,6,3809-178,지상층↔지하1층,(1F) 1번 출입구 근처,,
2,아시아드경기장역,ES,7,3809-179,지상층↔지하1층,(B1) 3번 출입구 계단 앞,,
2,아시아드경기장역,ES,8,3809-180,지상층↔지하1층,(1F) 4번 출입구 근처,,
2,서구청역,ES,1,3809-183,지상2층↔지하3층,(B2) 엘리베이터 1호기 옆,,
2,서구청역,ES,2,3809-184,지상2층↔지하3층,(B3) 아시아드경기장역 방향 승강장 1-1 출입문 옆,,
2,서구청역,ES,3,3809-185,지상2층↔지하3층,(B2) 엘리베이터 2호기 옆,,
2,서구청역,ES,4,3809-186,지상2층↔지하3층,(B3) 가정역 방향 승강장 2-3 출입문 옆,,
2,서구청역,ES,5,3809-182,지하1층↔지하2층,(B2) 중앙 계단 옆,,
2,서구청역,ES,6,3809-181,지하1층↔지하2층,(B1) 표 내는 곳 앞,,
2,서구청역,ES,7,3809-187,지상층↔지하1층,(B1) 고객안내센터 옆,,
2,서구청역,ES,8,3809-188,지상층↔지하1층,(1F) 1번 출입구 근처,,
2,서구청역,ES,9,3809-189,지상층↔지하1층,(B1) 표 내는 곳 옆,,
2,서구청역,ES,10,3809-190,지상층↔지하1층,(1F) 4번 출입구 근처,,
2,가정역,ES,1,3810-282,지하2층↔지하3층,(B2) 4번 출입구 대합실 상선방향,,
2,가정역,ES,2,3810-283,지하2층↔지하3층,(B3) 서구청역 방향 1-1 출입문 앞,,
2,가정역,ES,3,3810-285,지하2층↔지하3층,(B2) 3번 출입구 대합실 상선방향,,
2,가정역,ES,4,3810-284,지하2층↔지하3층,(B3) 서구청역 방향 2-3 출입문 앞,,
2,가정역,ES,5,3810-289,지하2층↔지하3층,(B2) 3번 출입구 대합실 하선방향,,
2,가정역,ES,6,3810-288,지하2층↔지하3층,(B3) 가정중앙시장역 방향 1-1 출입문 앞,,
2,가정역,ES,7,3810-287,지하2층↔지하3층,(B2) 4번 출입구 대합실 하선방향 ,,
2,가정역,ES,8,3810-286,지하2층↔지하3층,(B3) 가정중앙시장역 방향 2-3 출입문 앞,,
2,가정역,ES,9,3810-275,지하1층↔지하2층,(B2) 4번 출입구 대합실,,
2,가정역,ES,10,3810-274,지하1층↔지하2층,(M1) 4번 출입구 대합실 중간층,,
2,가정역,ES,11,3810-280,지하1층↔지하2층,(B2) 3번출입구 대합실,,
2,가정역,ES,12,3810-281,지하1층↔지하2층,(B1.5) 3번 출입구 대합실 중간층,,
2,가정역,ES,13,3810-272,지하1층↔지하2층,(B1.5) 4번 출입구 대합실 중간층,,
2,가정역,ES,14,3810-273,지하1층↔지하2층,(B1) 4번 출입구 대합실,,
2,가정역,ES,15,3810-278,지하1층↔지하2층,(B1.5) 3번 출입구 대합실 중간층,,
2,가정역,ES,16,3810-279,지하1층↔지하2층,(B1) 3번 출입구 대합실,,
2,가정역,ES,17,3810-276,지상층↔지하1층,(B1) 3번 출입구 근처,,
2,가정역,ES,18,3810-277,지상층↔지하1층,(1F) 3번 출입구 근처,,
2,가정중앙시장역,ES,1,3810-292,지하1층↔지하2층,(B2) 가정역 방향 2-3 근처,,
2,가정중앙시장역,ES,2,3810-293,지하1층↔지하2층,(B1) 대합실 상선방향,,
2,가정중앙시장역,ES,3,3810-294,지하1층↔지하2층,(B2) 석남역 방향 1-1 근처,,
2,가정중앙시장역,ES,4,3810-295,지하1층↔지하2층,(B1) 대합실 하선방향,,
2,가정중앙시장역,ES,5,3810-290,지상층↔지하1층,(B1) 대합실 1번 출입구 방향,,
2,가정중앙시장역,ES,6,3810-291,지상층↔지하1층,(1F) 1번 출입구 근처,,
2,석남역,ES,1,3809-214,지하1층↔지하2층,(B2) 가정중앙시장역 방향 2-3 출입문 앞,,
2,석남역,ES,2,3809-213,지하1층↔지하2층,(B1) 대합실 상선방향,,
2,석남역,ES,3,3809-212,지하1층↔지하2층,(B2) 서부여성회관역 방향 1-1 출입문 앞,,
2,석남역,ES,4,3809-211,지하1층↔지하2층,(B1) 대합실 하선방향,,
2,서부여성회관역,ES,1,3809-210,지하1층↔지하2층,(B2) 석남역 방향 2-3 출입문 앞,,
2,서부여성회관역,ES,2,3809-209,지하1층↔지하2층,(B1) 대합실 상선방향,,
2,서부여성회관역,ES,3,3809-208,지하1층↔지하2층,(B2) 인천가좌역 방향 1-1 출입문 앞,,
2,서부여성회관역,ES,4,3809-207,지하1층↔지하2층,(B1) 대합실 하선방향,,
2,인천가좌역,ES,1,3809-162,지하2층↔지하3층 ,(B3) 서부여성회관역 방향 2-3 출입문 앞,,
2,인천가좌역,ES,2,3809-161,지하2층↔지하3층 ,(B2) 대합실 상선방향,,
2,인천가좌역,ES,3,3809-160,지하2층↔지하3층 ,(B3) 가재울역 방향 1-1 출입문 앞,,
2,인천가좌역,ES,4,3809-159,지하2층↔지하3층 ,(B2) 대합실 하선방향,,
2,인천가좌역,ES,5,3809-158,지하1층↔지하2층,(B2) 대합실 중앙,,
2,인천가좌역,ES,6,3809-157,지하1층↔지하2층,(B1) 대합실 고객안내센터 앞,,
2,가재울역,ES,1,3813-147,지하2층↔지하3층,(B3) 인천가좌역 방향 2-3 출입문 앞,,
2,가재울역,ES,2,3813-148,지하2층↔지하3층,(B2) 대합실 E/V 1호기 옆,,
2,가재울역,ES,3,3813-145,지하2층↔지하3층,(B3) 주안국가산단역 방향 1-1 출입문 앞,,
2,가재울역,ES,4,3813-146,지하2층↔지하3층,(B2) 대합실 E/V 2호기 옆,,
2,가재울역,ES,5,3813-143,지하1층↔지하2층,(B2) 대합실 중앙,,
2,가재울역,ES,6,3813-144,지하1층↔지하2층,(B1) 대합실 고객안내센터 옆,,
2,가재울역,ES,7,3813-141,지상층↔지하1층,(B1) 2번 출입구 방향,,
2,가재울역,ES,8,3813-142,지상층↔지하1층,(1F) 2번 출입구 근처,,
2,주안국가산단역,ES,1,3813-155,지하2층↔지하3층,(B3) 가재울역 방향 2-3 출입문 앞,,
2,주안국가산단역,ES,2,3813-156,지하2층↔지하3층,(B2) 대합실 상선방향,,
2,주안국가산단역,ES,3,3813-153,지하2층↔지하3층,(B3) 주안역 방향 1-1 출입문 앞,,
2,주안국가산단역,ES,4,3813-154,지하2층↔지하3층,(B2) 대합실 하선방향,,
2,주안국가산단역,ES,5,3813-151,지하1층↔지하2층,(B2) 대합실 중앙,,
2,주안국가산단역,ES,6,3813-152,지하1층↔지하2층,(B1) 대합실 고객안내센터 앞,,
2,주안역,ES,1,3809-695,지하2층↔지하3층,(B2) 대합실 상선방향,,
2,주안역,ES,2,3809-696,지하2층↔지하3층,(B3) 주안국가산단 방향 1-1 출입문 앞,,
2,주안역,ES,3,3809-697,지하2층↔지하3층,(B2) 대합실 하선방향,,
2,주안역,ES,4,3809-698,지하2층↔지하3층,(B3) 시민공원 방향 2-3 출입문 앞,,
2,주안역,ES,5,3809-694,지하1층↔지하2층,(B2) 대합실 중앙,,
2,주안역,ES,6,3809-693,지하1층↔지하2층,(B1) 대합실 고객안내센터 앞,,
2,주안역,ES,7,3809-690,지상층↔지하1층,(B1) 대합실 5번 출입구 방향,,
2,주안역,ES,8,3809-689,지상층↔지하1층,(1F) 5번 출입구 근처,,
2,주안역,ES,9,3809-700,환승층↔지하1층,(B1) 대합실 주안역(코레일) 상선방향,,
2,주안역,ES,10,3809-699,환승층↔지하1층,(1F) 주안역(코레일) 승강장 상선,,
2,주안역,ES,11,3809-692,환승층↔지하1층,(B1) 대합실 주안역(코레일) 하선방향,,
2,주안역,ES,12,3809-691,환승층↔지하1층,(1F) 주안역(코레일) 승강장 하선,,
2,시민공원역,ES,1,3809-204,지하1층↔지하3층,(B3) 주안역 방향 1-3 승강장 출입문 옆,,
2,시민공원역,ES,2,3809-203,지하1층↔지하3층,(B1) 고객안내센터 앞,,
2,시민공원역,ES,3,3809-206,지하1층↔지하3층,(B3) 석바위시장역 방향 2-1 승강장 출입문 옆,,
2,시민공원역,ES,4,3809-205,지하1층↔지하3층,(B1) 고객안내센터 앞,,
2,시민공원역,ES,5,3809-202,지하상가↔지하1층,(B1) 엘리베이터 5호기 옆,,
2,석바위시장역,ES,1,3809-199,지하1층↔지하3층,(B3) 시민공원역 방향 1-3 승강장 출입문 옆,,
2,석바위시장역,ES,2,3809-198,지하1층↔지하3층,(B1) 고객안내센터 앞,,
2,석바위시장역,ES,3,3809-201,지하1층↔지하3층,(B3) 인천시청역 방향 2-1 승강장 출입문 옆,,
2,석바위시장역,ES,4,3809-200,지하1층↔지하3층,(B1) 고객안내센터 앞,,
2,석바위시장역,ES,5,3809-197,지하상가↔지하1층,(B1) 수유실 옆,,
2,인천시청역 ,ES,1,3810-061,지하1층↔지하2층 ,(B1) 엘리베이터 1호기 옆,,
2,인천시청역 ,ES,2,3810-062,지하1층↔지하2층 ,(B2) 석바위시장역 방향 2-3 승강장 출입문 옆,,
2,인천시청역 ,ES,3,3810-063,지하1층↔지하2층 ,(B2) 석천사거리역 방향 1-1 승강장 출입문 옆,,
2,인천시청역 ,ES,4,3810-064,지하1층↔지하2층 ,(B1) 고객안내센터 옆,,
2,인천시청역 ,ES,5,3810-072,지하3층↔지하4층 ,(B4) 엘리베이터 3호기 옆,,
2,인천시청역 ,ES,6,3810-071,지하3층↔지하4층 ,(B4) 엘리베이터 4호기 옆,,
2,인천시청역 ,ES,7,3810-069,지하2층↔지하3층 ,(B3) 에스컬레이터 5호기 앞,,
2,인천시청역 ,ES,8,3810-070,지하2층↔지하3층 ,(B3) 승강용역사무실 옆,,
2,인천시청역 ,ES,9,3810-065,지상층↔지하1층,(B1) 엘리베이터 7호기 앞,,
2,인천시청역 ,ES,10,3810-066,지상층↔지하1층,(1F) 8번 출입구 근처,,
2,인천시청역 ,ES,11,3810-067,지상층↔지하1층,(B1) 엘리베이터 8호기 앞,,
2,인천시청역 ,ES,12,3810-068,지상층↔지하1층,(1F) 7번 출입구 근처,,
2,석천사거리역,ES,1,3807-198,지하1층↔지하2층 ,(B1) 엘리베이터 1호기 옆,,
2,석천사거리역,ES,2,3807-197,지하1층↔지하2층 ,(B2) 인천시청역 방향 1-1 승강장 출입문 옆,,
2,석천사거리역,ES,3,3807-200,지하1층↔지하2층 ,(B1) 엘리베이터 2호기 옆,,
2,석천사거리역,ES,4,3807-199,지하1층↔지하2층 ,(B2) 모래내시장역 방향 2-3 승강장 출입문 옆,,
